,Subcategory,Age Group Upper Limit,Year,Price per filled day,Spending per person,Utilization per 1000 persons
161,Other_Drugs,44,2013,10.775166666666665,57.36975555555554,7894.871377777778
162,Other_Drugs,44,2014,12.655933333333333,65.71433333333334,7786.918288888888
163,Other_Drugs,44,2015,14.559455555555555,76.96774444444443,7877.497533333334
164,Other_Drugs,44,2016,16.88652222222222,85.9114,7647.284455555556
165,Other_Drugs,54,2012,8.843733333333331,95.82115555555555,18381.2482
166,Other_Drugs,54,2013,10.706544444444445,105.33575555555554,18509.300788888893
167,Other_Drugs,54,2014,12.382111111111112,119.43404444444442,18633.8253
168,Other_Drugs,54,2015,14.346311111111113,141.17221111111112,19243.60615555555
169,Other_Drugs,54,2016,16.44645555555556,160.03542222222225,19181.474522222226
170,Other_Drugs,64,2012,6.807488888888891,148.97365555555555,36886.05151111111
171,Other_Drugs,64,2013,8.480044444444445,157.40005555555555,36312.540911111115
172,Other_Drugs,64,2014,9.92311111111111,174.72954444444446,35870.024688888894
173,Other_Drugs,64,2015,11.80482222222222,203.55554444444445,36457.625911111114
174,Other_Drugs,64,2016,13.901622222222224,231.4194444444444,35914.9418
175,Respiratory,18,2012,3.599444444444445,11.998144444444444,2398.320288888889
176,Respiratory,18,2013,14.434977777777776,9.628066666666665,2418.644344444445
177,Respiratory,18,2014,12.714422222222222,9.805033333333334,2382.0171222222225
178,Respiratory,18,2015,5.403722222222224,10.856266666666665,2417.7130333333334
179,Respiratory,18,2016,5.905122222222222,12.705655555555554,2376.3058111111113
180,Respiratory,25,2012,3.8080888888888893,5.250822222222222,966.2152111111112
181,Respiratory,25,2013,14.444555555555556,4.976588888888888,1037.7236444444443
182,Respiratory,25,2014,12.738333333333333,5.481577777777778,1040.5887555555555
183,Respiratory,25,2015,8.615466666666666,7.026388888888889,1079.2397111111113
184,Respiratory,25,2016,10.306633333333332,9.466133333333332,1137.3847777777778
185,Respiratory,44,2012,3.8890222222222217,8.391066666666667,1644.7905222222223
186,Respiratory,44,2013,30.93436666666667,7.524911111111111,1758.2943999999998
187,Respiratory,44,2014,24.914622222222224,7.9903555555555545,1771.101222222222
188,Respiratory,44,2015,15.776800000000001,9.13878888888889,1837.368288888889
189,Respiratory,44,2016,8.582588888888889,10.957966666666668,1916.7009888888888
190,Respiratory,54,2012,3.706177777777778,14.4313,2710.9180111111114
191,Respiratory,54,2013,30.705900000000003,12.805155555555558,2913.678144444444
192,Respiratory,54,2014,22.816888888888894,13.946722222222222,2970.201944444444
193,Respiratory,54,2015,29.822111111111113,16.334466666666668,3158.197033333333
194,Respiratory,54,2016,5.149277777777779,18.38355555555556,3340.7187444444444
195,Respiratory,64,2012,3.841522222222222,21.360255555555554,3924.765711111111
196,Respiratory,64,2013,13.581377777777776,19.52545555555556,4169.0322
197,Respiratory,64,2014,16.549633333333333,21.57283333333333,4249.768566666667
198,Respiratory,64,2015,9.566633333333334,25.13123333333333,4468.806377777777
199,Respiratory,64,2016,5.977488888888889,28.266411111111115,4685.934644444444
200,Skin,18,2012,5.042655555555554,10.13261111111111,2015.0649999999998
201,Skin,18,2013,6.122533333333333,11.504755555555558,2031.1304111111115
202,Skin,18,2014,7.865166666666669,12.661166666666666,2012.393188888889
203,Skin,18,2015,8.34232222222222,13.653433333333332,2007.008044444444
204,Skin,18,2016,7.226411111111111,13.159944444444443,1923.1220777777776
205,Skin,25,2012,5.377711111111111,11.396477777777777,2005.4593444444447
206,Skin,25,2013,7.354788888888889,13.059199999999999,2023.5789666666667
207,Skin,25,2014,13.270900000000001,14.356699999999998,1970.8917555555563
208,Skin,25,2015,12.279744444444445,16.251944444444444,1977.9530666666667
209,Skin,25,2016,9.129033333333332,16.208344444444446,1841.2200555555553
210,Skin,44,2012,6.20688888888889,10.577777777777778,1957.2391333333335
211,Skin,44,2013,9.04718888888889,12.544955555555553,1958.935311111111
212,Skin,44,2014,16.381500000000003,14.596111111111115,1905.408788888889
213,Skin,44,2015,17.876177777777777,17.72121111111111,1885.1140777777775
214,Skin,44,2016,15.888266666666668,19.62341111111111,1774.710133333333
215,Skin,54,2012,6.532322222222223,11.831266666666666,2159.2998444444447
216,Skin,54,2013,9.522077777777778,13.764955555555554,2167.134577777778
217,Skin,54,2014,16.217077777777778,16.860733333333336,2152.8152555555553
218,Skin,54,2015,18.138933333333334,21.87272222222222,2193.2296888888886
219,Skin,54,2016,19.946177777777777,26.24062222222222,2150.3904
220,Skin,64,2012,6.159833333333334,14.097600000000002,2744.267955555556
221,Skin,64,2013,8.522400000000001,16.354388888888888,2754.7975666666666
222,Skin,64,2014,13.449944444444444,19.40017777777778,2746.845077777778
223,Skin,64,2015,16.47618888888889,25.655388888888886,2795.7690666666663
224,Skin,64,2016,18.967277777777777,29.143777777777775,2712.195988888889
